id,team_name,round,match_date,year,home_away,opponent,team_quarter_scores,team_score,opponent_quarter_scores,opponent_score,result,margin,venue,crowd,team_goals_kicked,team_behinds,opponent_goals_kicked,opponent_behinds
8717,Sydney Swans,2,2013-04-06,2013,H,Gold Coast Suns,2.1 6.4 11.10 17.12,114,2.2 3.4 8.6 11.7,73,W,41,Sydney Cricket Ground,20372.0,17,12,11,7
8719,Sydney Swans,4,2013-04-19,2013,H,Geelong Cats,8.1 10.3 11.6 16.7,103,7.2 9.4 16.7 19.10,124,L,21,Sydney Cricket Ground,31060.0,16,7,19,10
8720,Sydney Swans,5,2013-04-25,2013,A,St Kilda Saints,3.3 6.7 9.13 11.13,79,3.1 5.3 6.6 9.9,63,W,16,Westpac Stadium,22546.0,11,13,9,9
8722,Sydney Swans,7,2013-05-11,2013,A,Hawthorn Hawks,1.4 4.5 7.7 12.10,82,5.3 11.3 14.6 18.11,119,L,37,Melbourne Cricket Ground,54725.0,12,10,18,11
8723,Sydney Swans,8,2013-05-18,2013,H,Fremantle Dockers,3.0 7.2 8.3 11.4,70,3.6 3.8 5.12 9.16,70,D,0,Sydney Cricket Ground,22546.0,11,4,9,16
8724,Sydney Swans,9,2013-05-24,2013,A,Collingwood Magpies,4.5 7.9 11.11 15.12,102,3.2 3.4 4.5 8.7,55,W,47,Melbourne Cricket Ground,65306.0,15,12,8,7
8725,Sydney Swans,10,2013-06-01,2013,H,Essendon Bombers,3.4 6.7 11.10 17.13,115,1.4 3.7 7.9 10.11,71,W,44,Sydney Cricket Ground,29792.0,17,13,10,11
8726,Sydney Swans,11,2013-06-08,2013,A,Adelaide Crows,4.4 10.9 17.12 19.13,127,1.4 3.4 3.9 6.14,50,W,77,AAMI Stadium,38374.0,19,13,6,14
8727,Sydney Swans,13,2013-06-22,2013,A,Port Adelaide Power,4.1 5.2 6.4 8.6,54,1.2 3.5 5.6 10.12,72,L,18,AAMI Stadium,16096.0,8,6,10,12
8728,Sydney Swans,14,2013-06-28,2013,H,Carlton Blues,4.6 5.9 6.11 8.17,65,0.3 1.5 4.10 5.13,43,W,22,Sydney Cricket Ground,25349.0,8,17,5,13
8729,Sydney Swans,15,2013-07-07,2013,A,Melbourne Demons,5.3 9.13 13.18 16.20,116,3.1 5.2 8.5 13.7,85,W,31,Melbourne Cricket Ground,26216.0,16,20,13,7
8730,Sydney Swans,16,2013-07-14,2013,H,Greater Western Sydney Giants,3.8 10.10 15.19 24.27,171,1.3 3.7 3.9 5.12,42,W,129,Sydney Cricket Ground,21757.0,24,27,5,12
8731,Sydney Swans,17,2013-07-21,2013,A,West Coast Eagles,4.4 10.8 12.9 17.11,113,3.4 5.6 6.8 11.13,79,W,34,Domain Stadium,35166.0,17,11,11,13
8732,Sydney Swans,18,2013-07-28,2013,H,Richmond Tigers,5.3 8.7 13.10 16.14,110,5.3 6.4 8.7 9.9,63,W,47,Sydney Cricket Ground,29738.0,16,14,9,9
8733,Sydney Swans,19,2013-08-04,2013,A,Western Bulldogs,5.1 10.3 15.6 21.8,134,4.1 7.3 11.4 15.9,99,W,35,Marvel Stadium,22647.0,21,8,15,9
8734,Sydney Swans,20,2013-08-10,2013,H,Collingwood Magpies,4.4 5.9 9.10 10.11,71,2.4 6.6 12.10 14.16,100,L,29,Accor Stadium,42627.0,10,11,14,16
8735,Sydney Swans,21,2013-08-18,2013,H,St Kilda Saints,2.3 6.6 13.9 18.10,118,2.3 4.4 5.6 8.11,59,W,59,Sydney Cricket Ground,26730.0,18,10,8,11
8737,Sydney Swans,23,2013-08-30,2013,H,Hawthorn Hawks,5.2 9.2 13.4 16.4,100,2.2 7.5 11.6 17.10,112,L,12,Accor Stadium,37980.0,16,4,17,10
8738,Sydney Swans,QF,2013-09-06,2013,A,Hawthorn Hawks,3.3 4.7 5.8 7.9,51,3.4 4.7 9.9 15.15,105,L,54,Melbourne Cricket Ground,59615.0,7,9,15,15
8740,Sydney Swans,PF,2013-09-21,2013,A,Fremantle Dockers,2.1 2.2 5.5 11.8,74,2.9 7.11 11.12 14.15,99,L,25,Domain Stadium,43249.0,11,8,14,15
8741,Sydney Swans,1,2014-03-15,2014,A,Greater Western Sydney Giants,6.2 7.8 9.8 9.13,67,4.1 7.1 9.5 15.9,99,L,32,ENGIE Stadium,17102.0,9,13,15,9
8742,Sydney Swans,2,2014-03-29,2014,H,Collingwood Magpies,3.1 7.2 9.7 10.9,69,1.2 5.5 9.10 12.17,89,L,20,Accor Stadium,32347.0,10,9,12,17
8743,Sydney Swans,3,2014-04-05,2014,A,Adelaide Crows,6.2 9.2 14.5 21.8,134,2.2 5.7 9.10 9.17,71,W,63,Adelaide Oval,47426.0,21,8,9,17
8744,Sydney Swans,4,2014-04-13,2014,H,North Melbourne Kangaroos,2.1 3.7 4.9 6.12,48,3.4 4.7 7.10 13.13,91,L,43,Sydney Cricket Ground,25505.0,6,12,13,13
8745,Sydney Swans,5,2014-04-19,2014,H,Fremantle Dockers,2.1 5.7 11.10 13.14,92,2.2 2.4 8.6 11.9,75,W,17,Sydney Cricket Ground,25376.0,13,14,11,9
8746,Sydney Swans,6,2014-04-26,2014,A,Melbourne Demons,4.5 4.8 7.12 9.15,69,1.2 2.3 4.4 5.8,38,W,31,Melbourne Cricket Ground,24855.0,9,15,5,8
8747,Sydney Swans,7,2014-05-03,2014,A,Brisbane Lions,3.6 8.8 14.11 18.15,123,2.0 3.5 5.6 6.8,44,W,79,The Gabba,17957.0,18,15,6,8
8779,Sydney Swans,15,2015-07-12,2015,A,Brisbane Lions,1.2 5.3 8.6 10.10,70,2.3 3.3 7.5 7.7,49,W,21,The Gabba,16936.0,10,10,7,7
8749,Sydney Swans,9,2014-05-16,2014,A,Essendon Bombers,7.1 12.4 15.4 18.6,114,1.1 5.3 6.6 9.10,64,W,50,Marvel Stadium,41098.0,18,6,9,10
8750,Sydney Swans,11,2014-05-29,2014,H,Geelong Cats,4.4 8.9 14.11 22.16,148,0.3 1.3 2.4 5.8,38,W,110,Sydney Cricket Ground,37355.0,22,16,5,8
8751,Sydney Swans,12,2014-06-08,2014,A,Gold Coast Suns,4.3 8.4 13.4 17.7,109,1.6 3.9 6.13 10.14,74,W,35,People First Stadium,21354.0,17,7,10,14
8752,Sydney Swans,13,2014-06-14,2014,H,Port Adelaide Power,2.8 6.12 11.13 14.14,98,1.2 6.5 9.10 13.16,94,W,4,Sydney Cricket Ground,41317.0,14,14,13,16
8753,Sydney Swans,14,2014-06-20,2014,A,Richmond Tigers,1.2 4.2 7.5 9.8,62,4.2 6.4 7.6 7.9,51,W,11,Melbourne Cricket Ground,34633.0,9,8,7,9
8756,Sydney Swans,17,2014-07-12,2014,H,Carlton Blues,2.4 6.6 16.10 18.14,122,1.2 5.5 5.6 7.9,51,W,71,Sydney Cricket Ground,34965.0,18,14,7,9
8757,Sydney Swans,18,2014-07-26,2014,A,Hawthorn Hawks,2.3 5.9 9.14 13.16,94,2.7 4.8 11.11 15.14,104,L,10,Melbourne Cricket Ground,72760.0,13,16,15,14
8759,Sydney Swans,20,2014-08-09,2014,A,Port Adelaide Power,2.2 5.6 8.9 12.12,84,2.3 3.7 5.12 7.16,58,W,26,Adelaide Oval,50807.0,12,12,7,16
8760,Sydney Swans,21,2014-08-16,2014,H,St Kilda Saints,6.3 8.8 15.9 19.13,127,1.1 2.4 5.7 8.8,56,W,71,Sydney Cricket Ground,31361.0,19,13,8,8
8761,Sydney Swans,22,2014-08-24,2014,A,Western Bulldogs,7.3 11.5 17.7 20.10,130,1.2 5.5 7.10 9.13,67,W,63,Marvel Stadium,22430.0,20,10,9,13
8762,Sydney Swans,23,2014-08-30,2014,H,Richmond Tigers,2.1 4.3 7.6 9.11,65,5.3 6.4 8.5 10.8,68,L,3,Accor Stadium,31227.0,9,11,10,8
8764,Sydney Swans,PF,2014-09-19,2014,H,North Melbourne Kangaroos,4.5 9.10 13.17 19.22,136,1.2 4.4 6.7 9.11,65,W,71,Accor Stadium,48029.0,19,22,9,11
8765,Sydney Swans,GF,2014-09-27,2014,H,Hawthorn Hawks,2.3 5.3 8.5 11.8,74,5.5 11.9 16.11 21.11,137,L,63,Melbourne Cricket Ground,99454.0,11,8,21,11
8766,Sydney Swans,1,2015-04-04,2015,H,Essendon Bombers,0.1 1.7 3.8 10.12,72,4.3 5.5 9.6 9.6,60,W,12,Accor Stadium,23274.0,10,12,9,6
8767,Sydney Swans,2,2015-04-11,2015,A,Port Adelaide Power,3.1 7.4 11.6 14.8,92,1.1 4.2 6.5 6.8,44,W,48,Adelaide Oval,49765.0,14,8,6,8
8768,Sydney Swans,3,2015-04-18,2015,H,Greater Western Sydney Giants,4.3 10.6 14.12 16.15,111,1.6 3.13 7.15 12.18,90,W,21,Sydney Cricket Ground,31966.0,16,15,12,18
8769,Sydney Swans,4,2015-04-25,2015,A,Fremantle Dockers,1.1 1.3 5.8 8.12,60,4.2 9.3 9.4 11.8,74,L,14,Domain Stadium,39009.0,8,12,11,8
8771,Sydney Swans,6,2015-05-09,2015,A,Melbourne Demons,4.3 7.7 11.9 12.16,88,1.1 1.3 4.5 7.8,50,W,38,Melbourne Cricket Ground,26894.0,12,16,7,8
8772,Sydney Swans,7,2015-05-16,2015,H,Geelong Cats,4.3 8.4 11.9 18.12,120,4.4 9.7 10.10 11.11,77,W,43,Accor Stadium,28063.0,18,12,11,11
8773,Sydney Swans,8,2015-05-23,2015,A,Hawthorn Hawks,5.1 7.4 8.7 11.7,73,0.4 4.9 8.11 9.15,69,W,4,Melbourne Cricket Ground,63319.0,11,7,9,15
8774,Sydney Swans,9,2015-05-29,2015,H,Carlton Blues,5.2 9.4 15.8 19.8,122,1.4 2.4 5.5 9.8,62,W,60,Sydney Cricket Ground,32105.0,19,8,9,8
8775,Sydney Swans,10,2015-06-06,2015,A,Gold Coast Suns,5.5 9.8 10.11 13.15,93,2.2 2.6 4.8 5.11,41,W,52,People First Stadium,13068.0,13,15,5,11
8776,Sydney Swans,11,2015-06-13,2015,A,North Melbourne Kangaroos,4.3 9.5 12.7 14.7,91,3.4 4.6 8.11 10.15,75,W,16,Marvel Stadium,32217.0,14,7,10,15
8778,Sydney Swans,14,2015-07-02,2015,H,Port Adelaide Power,4.1 8.5 12.7 14.10,94,4.1 6.6 8.7 12.12,84,W,10,Sydney Cricket Ground,28316.0,14,10,12,12
8780,Sydney Swans,16,2015-07-18,2015,H,Hawthorn Hawks,0.2 4.5 6.12 7.15,57,6.1 9.5 16.7 23.8,146,L,89,Accor Stadium,37369.0,7,15,23,8
8781,Sydney Swans,17,2015-07-26,2015,A,West Coast Eagles,0.5 1.6 5.7 7.9,51,5.0 8.5 12.10 15.13,103,L,52,Domain Stadium,38760.0,7,9,15,13
8782,Sydney Swans,18,2015-08-01,2015,H,Adelaide Crows,6.2 11.5 13.9 17.15,117,2.2 4.4 7.8 9.11,65,W,52,Sydney Cricket Ground,38690.0,17,15,9,11
8784,Sydney Swans,20,2015-08-14,2015,H,Collingwood Magpies,3.4 5.6 8.9 13.9,87,2.3 4.7 8.14 10.16,76,W,11,Sydney Cricket Ground,38408.0,13,9,10,16
8785,Sydney Swans,21,2015-08-22,2015,A,Greater Western Sydney Giants,6.0 7.5 14.8 20.13,133,2.2 3.5 4.6 6.8,44,W,89,ENGIE Stadium,19507.0,20,13,6,8
8786,Sydney Swans,22,2015-08-30,2015,A,St Kilda Saints,4.3 10.6 15.10 20.15,135,1.5 3.9 4.12 4.14,38,W,97,Marvel Stadium,27856.0,20,15,4,14
8787,Sydney Swans,23,2015-09-05,2015,H,Gold Coast Suns,6.3 9.7 11.11 19.13,127,0.2 6.3 7.7 9.10,64,W,63,Sydney Cricket Ground,25424.0,19,13,9,10
8789,Sydney Swans,SF,2015-09-19,2015,H,North Melbourne Kangaroos,2.1 3.3 5.7 7.9,51,2.3 5.6 7.8 11.11,77,L,26,Accor Stadium,31162.0,7,9,11,11
8803,Sydney Swans,15,2016-07-02,2016,H,Western Bulldogs,2.5 6.7 8.9 11.13,79,1.2 5.3 11.4 13.5,83,L,4,Sydney Cricket Ground,33386.0,11,13,13,5
8793,Sydney Swans,4,2016-04-16,2016,A,Adelaide Crows,3.4 5.6 12.8 15.13,103,3.1 5.8 11.13 16.17,113,L,10,Adelaide Oval,51330.0,15,13,16,17
8794,Sydney Swans,5,2016-04-23,2016,H,West Coast Eagles,2.3 5.6 9.12 12.16,88,3.3 4.3 7.3 7.7,49,W,39,Sydney Cricket Ground,35427.0,12,16,7,7
8795,Sydney Swans,6,2016-05-01,2016,A,Brisbane Lions,7.1 8.3 12.5 15.7,97,3.3 5.7 10.9 14.10,94,W,3,The Gabba,14646.0,15,7,14,10
8796,Sydney Swans,7,2016-05-07,2016,H,Essendon Bombers,4.3 7.10 12.12 20.15,135,3.3 5.5 6.9 7.12,54,W,81,Accor Stadium,29527.0,20,15,7,12
8805,Sydney Swans,17,2016-07-14,2016,H,Hawthorn Hawks,4.4 4.5 8.6 10.10,70,3.1 6.4 7.7 11.9,75,L,5,Sydney Cricket Ground,42314.0,10,10,11,9
8798,Sydney Swans,9,2016-05-20,2016,A,Hawthorn Hawks,1.2 6.5 7.6 10.9,69,0.2 2.4 5.7 7.13,55,W,14,Melbourne Cricket Ground,61552.0,10,9,7,13
8799,Sydney Swans,10,2016-05-27,2016,H,North Melbourne Kangaroos,6.1 8.2 12.3 14.7,91,2.2 6.5 7.7 9.11,65,W,26,Sydney Cricket Ground,38498.0,14,7,9,11
8800,Sydney Swans,11,2016-06-04,2016,A,Gold Coast Suns,1.3 6.6 8.13 11.13,79,3.2 4.5 5.5 6.5,41,W,38,People First Stadium,4368.0,11,13,6,5
8801,Sydney Swans,12,2016-06-12,2016,A,Greater Western Sydney Giants,2.3 4.6 7.9 9.9,63,2.4 6.6 10.11 15.15,105,L,42,ENGIE Stadium,21541.0,9,9,15,15
8802,Sydney Swans,13,2016-06-19,2016,H,Melbourne Demons,2.6 4.8 6.13 12.14,86,1.1 2.3 3.6 4.7,31,W,55,Sydney Cricket Ground,19086.0,12,14,4,7
8804,Sydney Swans,16,2016-07-08,2016,A,Geelong Cats,4.2 7.4 11.7 15.8,98,3.1 5.1 7.4 9.6,60,W,38,GMHBA Stadium,24339.0,15,8,9,6
8806,Sydney Swans,18,2016-07-23,2016,H,Carlton Blues,4.4 5.7 9.11 10.14,74,5.1 7.3 9.4 10.8,68,W,6,Sydney Cricket Ground,31765.0,10,14,10,8
8807,Sydney Swans,19,2016-07-31,2016,A,Fremantle Dockers,3.7 7.7 15.9 21.11,137,1.0 3.2 4.3 7.5,47,W,90,Domain Stadium,32401.0,21,11,7,5
8808,Sydney Swans,20,2016-08-06,2016,H,Port Adelaide Power,6.5 9.10 14.14 14.16,100,0.0 2.3 3.6 4.9,33,W,67,Sydney Cricket Ground,30204.0,14,16,4,9
8809,Sydney Swans,21,2016-08-13,2016,A,St Kilda Saints,4.1 8.4 16.7 23.8,146,5.0 7.5 9.8 11.10,76,W,70,Marvel Stadium,33059.0,23,8,11,10
8810,Sydney Swans,22,2016-08-20,2016,A,North Melbourne Kangaroos,5.4 6.8 11.9 12.13,85,3.4 4.8 9.13 10.16,76,W,9,Ninja Stadium,16495.0,12,13,10,16
8811,Sydney Swans,23,2016-08-27,2016,H,Richmond Tigers,5.6 14.9 22.11 25.14,164,0.5 1.6 2.8 7.9,51,W,113,Sydney Cricket Ground,36570.0,25,14,7,9
8822,Sydney Swans,7,2017-05-07,2017,H,Brisbane Lions,7.5 12.10 17.13 20.15,135,2.0 6.2 9.5 12.9,81,W,54,Sydney Cricket Ground,25619.0,20,15,12,9
8813,Sydney Swans,SF,2016-09-17,2016,H,Adelaide Crows,7.3 10.5 12.9 18.10,118,3.2 4.4 8.9 12.10,82,W,36,Sydney Cricket Ground,38136.0,18,10,12,10
8814,Sydney Swans,PF,2016-09-23,2016,A,Geelong Cats,7.2 11.3 14.4 15.7,97,0.5 2.8 7.10 8.12,60,W,37,Melbourne Cricket Ground,71772.0,15,7,8,12
8815,Sydney Swans,GF,2016-10-01,2016,H,Western Bulldogs,1.2 7.3 8.5 10.7,67,2.0 7.1 9.7 13.11,89,L,22,Melbourne Cricket Ground,99981.0,10,7,13,11
8816,Sydney Swans,1,2017-03-25,2017,H,Port Adelaide Power,4.3 8.5 10.6 12.10,82,4.2 9.3 14.4 17.8,110,L,28,Sydney Cricket Ground,33129.0,12,10,17,8
8817,Sydney Swans,2,2017-03-31,2017,A,Western Bulldogs,4.1 6.5 9.7 13.9,87,2.6 7.7 12.11 16.14,110,L,23,Marvel Stadium,42834.0,13,9,16,14
8819,Sydney Swans,4,2017-04-13,2017,A,West Coast Eagles,2.2 4.3 7.4 10.5,65,2.2 5.9 9.10 13.13,91,L,26,Domain Stadium,38065.0,10,5,13,13
8820,Sydney Swans,5,2017-04-22,2017,H,Greater Western Sydney Giants,4.1 4.4 8.7 9.9,63,5.5 9.6 11.11 15.15,105,L,42,Sydney Cricket Ground,34824.0,9,9,15,15
8821,Sydney Swans,6,2017-04-29,2017,A,Carlton Blues,3.2 6.6 8.10 11.12,78,1.3 5.4 10.7 15.7,97,L,19,Melbourne Cricket Ground,32678.0,11,12,15,7
8823,Sydney Swans,8,2017-05-14,2017,A,North Melbourne Kangaroos,5.2 11.7 15.9 18.12,120,3.3 7.5 8.8 11.12,78,W,42,Marvel Stadium,21589.0,18,12,11,12
8824,Sydney Swans,9,2017-05-20,2017,A,St Kilda Saints,4.2 7.3 12.8 18.10,118,3.2 5.4 7.5 10.8,68,W,50,Marvel Stadium,29778.0,18,10,10,8
8825,Sydney Swans,10,2017-05-26,2017,H,Hawthorn Hawks,2.4 4.6 9.7 11.9,75,5.1 8.3 10.6 12.9,81,L,6,Sydney Cricket Ground,36221.0,11,9,12,9
8826,Sydney Swans,12,2017-06-08,2017,H,Western Bulldogs,2.2 5.8 9.14 12.16,88,1.2 2.3 6.3 6.6,42,W,46,Sydney Cricket Ground,20692.0,12,16,6,6
8827,Sydney Swans,13,2017-06-17,2017,A,Richmond Tigers,0.4 3.5 7.6 12.8,80,5.3 7.6 9.7 10.11,71,W,9,Melbourne Cricket Ground,58721.0,12,8,10,11
8830,Sydney Swans,16,2017-07-08,2017,H,Gold Coast Suns,4.3 10.5 14.10 17.16,118,5.2 5.6 5.6 7.9,51,W,67,Sydney Cricket Ground,32987.0,17,16,7,9
8831,Sydney Swans,17,2017-07-15,2017,A,Greater Western Sydney Giants,4.4 7.5 10.9 14.12,96,2.4 5.6 8.8 12.11,83,W,13,ENGIE Stadium,21924.0,14,12,12,11
8832,Sydney Swans,18,2017-07-22,2017,H,St Kilda Saints,3.5 7.8 11.14 14.17,101,1.2 3.2 5.4 9.5,59,W,42,Sydney Cricket Ground,35773.0,14,17,9,5
8834,Sydney Swans,20,2017-08-04,2017,A,Geelong Cats,7.5 10.5 11.9 16.11,107,2.3 5.6 7.8 8.13,61,W,46,GMHBA Stadium,30833.0,16,11,8,13
8835,Sydney Swans,21,2017-08-12,2017,H,Fremantle Dockers,8.2 13.6 17.7 22.11,143,1.1 1.3 4.5 5.9,39,W,104,Sydney Cricket Ground,39281.0,22,11,5,9
8836,Sydney Swans,22,2017-08-18,2017,A,Adelaide Crows,5.1 7.1 11.3 13.5,83,2.2 5.5 8.10 11.14,80,W,3,Adelaide Oval,51466.0,13,5,11,14
8837,Sydney Swans,23,2017-08-26,2017,H,Carlton Blues,3.4 6.7 13.10 21.12,138,1.0 5.1 8.4 8.9,57,W,81,Sydney Cricket Ground,38965.0,21,12,8,9
8838,Sydney Swans,EF,2017-09-09,2017,H,Essendon Bombers,3.2 13.5 17.5 19.7,121,1.3 3.4 5.8 8.8,56,W,65,Sydney Cricket Ground,46323.0,19,7,8,8
8839,Sydney Swans,SF,2017-09-15,2017,A,Geelong Cats,2.2 3.4 4.9 5.9,39,3.1 9.4 13.4 15.8,98,L,59,Melbourne Cricket Ground,55529.0,5,9,15,8
8840,Sydney Swans,1,2018-03-25,2018,A,West Coast Eagles,5.1 9.5 11.6 18.7,115,4.2 5.3 10.7 13.8,86,W,29,Optus Stadium,53553.0,18,7,13,8
8841,Sydney Swans,2,2018-04-01,2018,H,Port Adelaide Power,2.4 6.6 8.10 10.11,71,1.2 4.4 11.7 14.10,94,L,23,Sydney Cricket Ground,34636.0,10,11,14,10
8842,Sydney Swans,3,2018-04-07,2018,H,Greater Western Sydney Giants,3.4 7.4 12.5 16.7,103,2.5 5.10 7.13 12.15,87,W,16,Sydney Cricket Ground,34711.0,16,7,12,15
8844,Sydney Swans,5,2018-04-20,2018,H,Adelaide Crows,3.3 6.6 8.9 10.15,75,4.9 8.10 9.12 12.13,85,L,10,Sydney Cricket Ground,38017.0,10,15,12,13
8845,Sydney Swans,6,2018-04-28,2018,A,Geelong Cats,4.6 4.7 5.10 12.14,86,2.3 6.7 9.8 10.9,69,W,17,GMHBA Stadium,31036.0,12,14,10,9
8847,Sydney Swans,8,2018-05-11,2018,A,Hawthorn Hawks,4.1 6.4 7.7 12.7,79,4.3 5.4 9.6 10.11,71,W,8,Melbourne Cricket Ground,32784.0,12,7,10,11
8848,Sydney Swans,9,2018-05-19,2018,H,Fremantle Dockers,3.3 7.4 11.6 17.9,111,0.4 1.7 2.9 7.10,52,W,59,Sydney Cricket Ground,27481.0,17,9,7,10
8849,Sydney Swans,10,2018-05-26,2018,A,Brisbane Lions,3.0 5.3 8.6 10.7,67,2.2 2.3 4.7 6.13,49,W,18,The Gabba,18702.0,10,7,6,13
8850,Sydney Swans,11,2018-06-01,2018,H,Carlton Blues,3.5 5.7 10.9 13.13,91,3.1 6.2 6.6 9.7,61,W,30,Sydney Cricket Ground,27351.0,13,13,9,7
8851,Sydney Swans,12,2018-06-09,2018,A,St Kilda Saints,9.1 14.3 17.7 19.12,126,1.1 3.8 4.10 7.13,55,W,71,Marvel Stadium,27569.0,19,12,7,13
8852,Sydney Swans,13,2018-06-15,2018,H,West Coast Eagles,0.3 5.3 10.6 10.12,72,1.3 2.7 5.10 7.15,57,W,15,Sydney Cricket Ground,36402.0,10,12,7,15
8853,Sydney Swans,15,2018-06-28,2018,A,Richmond Tigers,3.1 5.1 10.1 11.1,67,6.1 7.2 11.5 14.9,93,L,26,Marvel Stadium,43519.0,11,1,14,9
8854,Sydney Swans,16,2018-07-05,2018,H,Geelong Cats,2.2 3.2 7.4 9.5,59,1.4 4.11 5.16 8.23,71,L,12,Sydney Cricket Ground,34363.0,9,5,8,23
8855,Sydney Swans,17,2018-07-15,2018,A,North Melbourne Kangaroos,3.1 8.3 10.6 16.8,104,5.1 6.2 12.5 15.8,98,W,6,Marvel Stadium,25633.0,16,8,15,8
8857,Sydney Swans,19,2018-07-27,2018,A,Essendon Bombers,3.3 6.4 10.5 10.6,66,2.3 6.7 11.11 15.19,109,L,43,Marvel Stadium,42251.0,10,6,15,19
8858,Sydney Swans,20,2018-08-04,2018,H,Collingwood Magpies,3.2 4.4 9.6 11.7,73,4.1 7.3 7.6 10.11,71,W,2,Sydney Cricket Ground,39238.0,11,7,10,11
8859,Sydney Swans,21,2018-08-12,2018,A,Melbourne Demons,1.1 7.2 13.6 13.9,87,2.6 3.12 7.14 10.18,78,W,9,Melbourne Cricket Ground,51424.0,13,9,10,18
8861,Sydney Swans,23,2018-08-25,2018,H,Hawthorn Hawks,2.3 6.7 8.8 10.14,74,2.4 3.6 7.8 12.11,83,L,9,Sydney Cricket Ground,39660.0,10,14,12,11
8862,Sydney Swans,EF,2018-09-08,2018,H,Greater Western Sydney Giants,1.4 2.4 2.6 4.6,30,2.3 4.7 7.11 10.19,79,L,49,Sydney Cricket Ground,40350.0,4,6,10,19
8863,Sydney Swans,1,2019-03-23,2019,A,Western Bulldogs,1.2 1.5 5.6 9.11,65,4.5 6.8 9.14 11.16,82,L,17,Marvel Stadium,32303.0,9,11,11,16
8864,Sydney Swans,2,2019-03-29,2019,H,Adelaide Crows,1.2 6.6 6.10 8.14,62,4.5 6.10 9.15 12.16,88,L,26,Sydney Cricket Ground,32575.0,8,14,12,16
8865,Sydney Swans,3,2019-04-06,2019,A,Carlton Blues,6.1 9.5 11.9 14.9,93,5.4 6.5 8.8 10.14,74,W,19,Marvel Stadium,39290.0,14,9,10,14
8867,Sydney Swans,5,2019-04-20,2019,A,Richmond Tigers,2.1 4.2 6.3 10.7,67,3.3 9.5 11.9 13.11,89,L,22,Marvel Stadium,40053.0,10,7,13,11
8868,Sydney Swans,6,2019-04-27,2019,H,Greater Western Sydney Giants,3.1 7.3 10.6 12.7,79,5.5 7.8 13.10 18.12,120,L,41,Sydney Cricket Ground,29780.0,12,7,18,12
8869,Sydney Swans,7,2019-05-04,2019,A,Brisbane Lions,1.2 7.6 10.6 12.9,81,5.6 7.8 11.15 14.19,103,L,22,The Gabba,20075.0,12,9,14,19
8870,Sydney Swans,8,2019-05-10,2019,H,Essendon Bombers,2.6 6.8 9.9 11.11,77,2.3 7.3 8.6 10.12,72,W,5,Sydney Cricket Ground,26502.0,11,11,10,12
8871,Sydney Swans,9,2019-05-18,2019,A,North Melbourne Kangaroos,1.4 8.6 10.10 11.11,77,3.1 5.3 6.7 10.12,72,W,5,Ninja Stadium,12799.0,11,11,10,12
8872,Sydney Swans,10,2019-05-24,2019,H,Collingwood Magpies,3.1 5.1 10.2 11.7,73,1.4 5.10 7.12 11.14,80,L,7,Sydney Cricket Ground,34649.0,11,7,11,14
8875,Sydney Swans,14,2019-06-21,2019,H,Hawthorn Hawks,6.1 7.4 8.9 12.10,82,3.1 6.3 7.7 9.9,63,W,19,Sydney Cricket Ground,29553.0,12,10,9,9
8876,Sydney Swans,15,2019-06-29,2019,H,Gold Coast Suns,2.2 6.3 10.6 14.9,93,2.3 5.5 6.7 7.9,51,W,42,Sydney Cricket Ground,26194.0,14,9,7,9
8878,Sydney Swans,17,2019-07-13,2019,H,Carlton Blues,2.5 3.10 5.12 8.14,62,2.5 5.8 6.13 9.15,69,L,7,Sydney Cricket Ground,32570.0,8,14,9,15
8843,Sydney Swans,4,2018-04-14,2018,A,Western Bulldogs,4.0 6.3 10.4 13.8,86,5.3 7.7 9.10 11.13,79,W,7,Marvel Stadium,28058.0,13,8,11,13
8846,Sydney Swans,7,2018-05-05,2018,H,North Melbourne Kangaroos,2.1 4.4 6.8 9.12,66,3.3 5.5 7.10 9.14,68,L,2,Sydney Cricket Ground,29124.0,9,12,9,14
8856,Sydney Swans,18,2018-07-21,2018,H,Gold Coast Suns,6.4 6.7 6.10 8.16,64,1.5 7.7 9.12 12.16,88,L,24,Sydney Cricket Ground,32565.0,8,16,12,16
8877,Sydney Swans,16,2019-07-06,2019,A,Essendon Bombers,1.2 3.6 7.8 9.12,66,2.3 4.5 7.5 11.10,76,L,10,Melbourne Cricket Ground,60199.0,9,12,11,10
8879,Sydney Swans,18,2019-07-20,2019,A,Fremantle Dockers,1.4 5.4 5.6 7.9,51,1.1 3.6 6.7 7.10,52,L,1,Optus Stadium,33594.0,7,9,7,10
8860,Sydney Swans,22,2018-08-18,2018,A,Greater Western Sydney Giants,1.2 4.3 5.9 11.14,80,3.3 6.6 7.9 8.12,60,W,20,ENGIE Stadium,21433.0,11,14,8,12
8866,Sydney Swans,4,2019-04-11,2019,H,Melbourne Demons,5.4 8.10 9.11 11.12,78,3.2 8.4 12.7 15.10,100,L,22,Sydney Cricket Ground,26669.0,11,12,15,10
12349,Geelong Cats,1,1984-03-31,1984,H,Fitzroy Lions,3.5 10.5 21.9 23.10,148,4.1 6.6 10.7 15.9,99,W,49,GMHBA Stadium,22260.0,23,10,15,9
10665,Brisbane Lions,14,1997-07-06,1997,H,Richmond Tigers,1.6 2.12 4.21 7.26,68,2.4 4.5 5.7 7.8,50,W,18,The Gabba,19155.0,7,26,7,8
